id,tweet,subtask_a
85728,@USER If Gov't remains status quo we can Kiss our new found wealth goodbye! OPEN AND TRANSPARENT! NOTHING LESS! Thanks to @USER for having a spine! #MAGA #PURGE #Buildthewall #SundayFunday #NEWS #FAKENEWS #MEDIA #business @USER @USER #FOXNEWS @USER,NOT
67667,@USER she’s just jealous of how cute you are with your scrunchie &amp; crocs!!! wear them proudly sweet pea!! 💓💕,NOT
15716,@USER I thought they turned into Antifa?,NOT
14617,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Following all #Maga patriots please follow back 👍  #LionsDen 🦁  #MAGA2KAG 🇺🇸,NOT
75594,@USER If it doesn’t have m&amp;m’s it’s not trail mix. You are kicking ass and doing awesome. Keep it up!!!,OFF
67167,@USER Crazy liberals,OFF
57902,@USER *fingers crossed* she is enjoying school but going...konjam sad and little tears.  no tanrums though...,NOT
14334,@USER WiFi- Free,NOT
22885,@USER @USER @USER @USER @USER @USER I think you are confused about who was locking people up,NOT
94318,@USER You’re right. But if our terrorize someone for having a different belief.. you are not any better,NOT
31170,@USER @USER I hope you are right!,NOT
60904,@USER I don't know who she is.,NOT
16402,@USER she is really putting one the act she has been in a Hotel and have money to eat and also go to museum  and her home is ok,NOT
71496,@USER @USER That’s awesome! I bet Liberals are screaming right now. Trump’s face when he heard it was great!  Go Trump!,NOT
56590,@USER Cockroach,OFF
93727,@USER @USER @USER @USER Lisa Page confirmed the Russia story was passed to the MSM as a distraction for gullible liberals to push as a narrative to hinder our duly elected president’s success in office.,OFF
80239,@USER Despicable is a world that only goes half way of describing maxine,NOT
43692,@USER Soros' people are really vicious and out of control.  He or one of his allies probably plans and funds Antifa.  They are actually trying to take over the government.,NOT
73098,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER pretty much spot on there,NOT
15293,@USER @USER @USER Everyone muted you ...  Thanks for working for free 😂😂😂  #MAGA,NOT
28260,@USER whats wrong with dead #antifa?  I don't understand I thought the only good antifa was....,OFF
96132,@USER Becoming what?  Besides a multi-millionaire?,NOT
29478,&amp; this is why she is the GOAT URL,NOT
51057,@USER I just want to impress only one person in particular. I don't care about the rest of the world becoz he is the world to me.,NOT
33194,@USER Trump will never be a free range chicken again  He is a danger to the world while under constant surveillance and scrutiny   Imagine him gallivanting around the world with the little scraps of actual intel he does know completely unfettered  Just don't see it happening,OFF
93002,@USER She is so gross. An obvious hack,OFF
21232,@USER @USER Unfortunately that it the liberals agenda,NOT
80685,@USER @USER Where does Mrs May get her 'cunning plans' from? URL,NOT
87352,@USER You must have an entire closet dedicated to college teams.,NOT
53040,@USER Good bye Flakey Fake and good riddance!,NOT
93476,@USER If you are not sure then l will block all these useless tweets. OK ?,OFF
37529,@USER The reason people are tired of this is because you only focus on the conservatives. Ford has treated people poorly and the constitutional crisis is abominable. His treatment of the women in the legislature is despicable.,NOT
58046,#WalkAway from #Liberals and #JustinTrudeau URL,NOT
64650,@USER This woman is going to be so rich .. she is already a hero to half the country and 90% of the media and acedemia because she might stop Trump from giving the court a conservative majority .,NOT
75168,@USER @USER Good Arrest them all!  Arrest the crazy NDP leader @USER as well.  She is Having her lil minions take a fall for her! She planned this! Will she be paying their Legal fees? I think not! The immaturity level of this goverment party is disgusting!!!,OFF
94851,@USER @USER @USER @USER @USER @USER @USER @USER @USER YES!!! Among my favorite stories! #Darkseid comes back and shows how a perennial evil he is in the universe! The Daxamite menace might be among the most terrible menaces ever read by me!,NOT
49496,@USER @USER @USER You don’t know squat about Obama. Second you say we are not safe because of Obama? Wrong! You think were safe to an individual who fights gun control? How many shootings have there been since Trump got into office? Explain that!,NOT
76807,. @USER @USER @USER @USER Fake conservatives and their fake outrage over the budget betrayal URL URL,OFF
63238,@USER @USER Conservatives historically go by the constitution . Part of the reason for the name . The libs like to make to make it up as we progess(ive),NOT
18240,@USER I knew he will b dead 🤣🤣 He is brave 🤣🤣🤣,OFF
98104,@USER @USER @USER @USER @USER Nah she is pti an emotional one more than rational.. but got caught at the wrong end of the bargain. Big house too many members but single gas connection. She doesn't understand it's target is the elite and the people who run gas generators.,NOT
80596,@USER @USER I hope the NFL folds!,NOT
53557,@USER you say “high-value men” like that’s a real thing that exists &amp; not a made-up lie you told yourself to distract from the fact your mother never loved you &amp; your penis is microscopic,OFF
42514,@USER @USER @USER John careful... liberals will attack you for thinking critically because the facts aren't on their side,OFF
53436,@USER Amazing how the POPE is afraid of the truth,OFF
59555,@USER These people are absolutely insane! Liberals have been attacking white men for years and it is getting worse. The path they are pushing for will create another civil war which there will not be a recovery AND they are too damn stupid to see that.,OFF
49649,@USER @USER If they don't change course the Tories are going to be toast at the next general election.  They do not want to go the way of the Canadian Conservatives in 1993 who went from being in power with 156 seats to just 2 seats!  URL URL,NOT
16389,@USER That's a strange question to ask me because of course I love my sister!! I'm her big brother! I'm there to make sure she is safe and alive!,NOT
83261,@USER Crazy Maxine is either huffing spray paint or smoking crack. #MAGA,NOT
37065,@USER Call these outsiders out. Most of these comments and likes come from liberals in other states trying to swing elections in Wisconsin. Shine the light on who and what they are.   Scott Walker has been a target of theirs since his first governor election. We got this! Let’s do it!,NOT
11457,@USER She is just trying to get more donations 😏,NOT
64308,@USER boy you sleeeeeeepppp 😭😭 ass be ret on Pansy or Bailey tonight 😂😂😌,NOT
55945,@USER @USER “BuzzFeed News contacted the woman believed to be the subject of the letter at her home last week. She declined to comment. BuzzFeed News has not been able to confirm the contents of the letter.”  Now hearing she is a high school classmate.,NOT
79712,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ...yes. It's why i had to take a break ... play on a thread for awhile.... bad. bad. bad. Red Pill is bitter.,NOT
66741,@USER @USER Also TINA - one for the old school liberals.,NOT
92152,I now have over 6k followers.  Only 94k to go to get to my goal!  #TrumpTrain #MAGA #KAG,NOT
83154,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Just blocked a 4th.  So much easier and you know it drives them nuts 🤣,NOT
39309,@USER Andrea Mitchell. Another political hack embedded in the news media. Listen to the tone of that interview.  She is looking for a gotcha moment instead of commending the guy for the work that he is doing. At every turn he shoots her down and it kills her.,OFF
26503,@USER The DAILY Vitriol and Hatred Spewed by SCHEMING Liberals is meant to Incite precisely this type of lunacy.,NOT
77941,@USER @USER NOW is the time to begin scheduling SUNDAY COLLEGE football games! You can push these America-phobes and police haters right off the ratings cliff!  #NCAAonSundays!!,NOT
76932,@USER You don't know her she is Senegalese 😂😂,NOT
35828,@USER Had no interest in watching the DNC hour with a hunch of sanctimonious liberals who trigger over everything except when they are insulting those who disagree with their cause of choice for the moment. Pass.,NOT
55559,#TuesdayThought.   The only hate speech that I hear these last 2 years is from Liberals- STOP THE HATE!,OFF
76058,@USER And it's not that the legal profession is somehow biased towards conservatives! The Federalist Society exists because conservative were not well-fostered in the profession!,NOT
16945,@USER Prime example as to why we can't have anymore liberals in our government.  They don't want to nor do they know our Constitution.  They prefer to dictate and be superior than Americans. Their hate for our Republic is brazen and we need to keep them out.  #VoteThemAllOut,OFF
24008,@USER @USER These people are special. Lol URL,NOT
71622,Broke my toe on my second day in maga.,NOT
37598,@USER LOL LOL LOL LOL LOL!!!!!!!😂😂😂😂😂😂😂. You are a fool!!!,OFF
49919,@USER @USER @USER @USER @USER @USER @USER @USER @USER Chicago has strict gun control laws -- but within a few miles there is a free sale and exchange zone that nullifies rational efforts. Banning gun sales in the city of Chicago helped a lot. Restricting Illinois sales helped. Indiana won't participate.   1/,NOT
56657,@USER Hes sure as hell not one of is either... traitor liberals- all of them-,OFF
15620,@USER @USER nigga thought it was gone a 44 point game??? funny to ya boy,NOT
50894,@USER @USER They need to add more gun control laws and Democrats to run things.  They have more of both than areas with much much less crime.,NOT
24439,@USER @USER I thought Lisa O’Neill rode him? She is brilliant though,NOT
63179,@USER how crazy youre a professor and you lie and slander conservatives. Wow. Lowest of the low. I hope you're proud of yourself. Every false statement you've ever made is being revorded and you'll be judged accordingly. Best bet is to just sit down w/ @USER n talk,NOT
38160,@USER Griexsevia,NOT
83594,"@USER Please don't start with what he is concerned about. She wants to go out, if he has something planned or an idea of what to do.   Movie or not, it's scary.""  Avery felt like there was something she wanted him to know, but she couldn't remember what off the top of her head.""",OFF
90882,@USER @USER quit being a fig and stop allowing violence against conservatives on your platform,NOT
31942,Manhattan Liberals Bus North to Campaign for Dem Congressional Candidate via @USER URL #college #MAGA #DonaldTrump,NOT
17182,@USER @USER @USER That’s the aim  Liberty  #WWG1WGA #MAGA #TheRainMakers #QAnon #QArmy URL,NOT
18151,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER that's what you are implying that no-one took correct records-having been to hospital it is usual for the doctors or nurses to record as they go-so it is your claim that so many are incompetent if no single record was produced correctly-,OFF
90462,@USER Evil in a white robe,NOT
55171,Trump’s border wall will never happen. #MAGA #BlueWave2018 URL,NOT
17661,@USER @USER @USER @USER @USER @USER You are a dope. A delusional libtard. Ask the Govoner of Puerto Rico about the fantastic response by our President @USER,OFF
34681,@USER Awesome win for Conservatives!! 💪🏻,NOT
50950,@USER Beautiful Alex. I hope you are feeling better.  Miss your smiling self in the morning.,NOT
13621,@USER @USER No clue where you get those numbers. We are the only country in the world with mass shootings and staggering death tolls from gun violence. How anyone is against gun control defies logic.,NOT
58040,@USER is out of control. They destroy Ford by exposing her. Now claim she is receiving death threats. Uhm..then stop threatening her. Fact is liberals are only ones who threaten people. @USER investigate DNC!,NOT
86817,@USER @USER @USER I think staff is top 5-6 too. Ben is just getting old and run down now but to say he is trash is crazy talk. He’s had a good career. Partially because the Steelers have always been a good org but he’s done his share to help also,NOT
58597,@USER @USER Liberals should just be banished from the United States &amp; dropped in the middle east.,NOT
19067,@USER @USER Haha...I thought omg! He was red pilled! I looked back through my replies and it only goes about a month back. I couldn’t find the convo..So thought I’d ask. Have a good one brother!  MAGA,NOT
33459,@USER Liberals support conflicting viewpoints just to score political points. Power is an ugly business.,NOT
12409,@USER Well you are and we love you,NOT
47691,"@USER @USER @USER @USER Then your statement that Conservatives/GOP hold to the higher moral ground and they know that sex scandals bother us"" is hypocritical.  Both sides are equally guilty and should be held accountable regardless of party.""",NOT
31376,@USER Oh SHIT SJSNSN I’ve had work every day since I messaged u so sorry I’ll make it Tuesday!,NOT
26368,@USER @USER This is the dumbest shit I’ve read since I slent the morning reading Trump tweets.,OFF
67528,@USER Yet more evidence that the @USER have turned ‘The Party of Business’ into ‘The Party of Fuck Business’. Bizarre.,NOT
34572,"@USER And that's when you say:  Well I wanted to take care of you, but if you're going to make that impossible, I guess you are on your own.  I think I'll have a steak.""""",NOT
69026,@USER Eric Holder will be held accountable. He is pointing the finger away from the crime. Time is not on your side Eric. Looking forward to the collapse of your scandalous time ruining America.,OFF
72148,@USER ahhh ur mind!!! she IS ur dorter!!,NOT
92540,@USER @USER 😂🤣😂🤣😂👍👌 thats a good one. I never knew Antifa were such badasses.😂😂😂😂👍 you need your own comedy special 🤣😂🤣😂,NOT
35695,@USER It only hangs in the balance because of liberals and news agencies that used the airwaves to push their politics..... Like CNN.,NOT
93128,@USER @USER @USER I am sorry but I did not hear why you were there,NOT
68698,"@USER @USER @USER This is fun, I asked him for proof and he blocked me. I was about to joke about how he'd go from The Antifa are the real Nazis!"" to similar alt-shite talking points, boy that sure was providing proof quickly.""",OFF
50856,@USER Thank you for proving my point.  You are foulmouthed trash,OFF
43083,.You cry baby liberals will have Trump for a total of EIGHJT GREAT YEARS!!! GET OVER IT. #MAGA URL,OFF
35556,@USER @USER @USER No that is it the mind set of gangs in chicago where the toughest gun control laws are and it does nothing.,NOT
38408,@USER @USER @USER They had conservatives silently tied up in the cellar for dexades. They're livid we got out and now have a voice In the White House ascend they want to put us back. They're trying to silence us any way possible. We need to burn them all in the midterms. Once and for all,OFF
77779,@USER @USER Obama tried to cripple this nation! He lied and said he was a Christian! When actually he is a radical Muslim!,NOT
64363,@USER Wow it took 36 years? Bet this would of never came up if he had not been choose for supreme Court. Shows the liberals for what they really are. In a way that's a good thing😁,OFF
59147,@USER The upside of manga is it can be real cheap. Downside is you might get swallowed up by a 400 part series,NOT
52890,@USER @USER @USER He is a wonder dog he could have a couple doggie girlfriends,OFF
99342,The MAGA 2’s? URL,NOT
84732,@USER WHAT THW FUCK,OFF
20763,@USER She is not at all bothered by this invasion of her space.,NOT
17711,"@USER @USER @USER It's same video posted before. What I did was note that if different race had been in play, it would have been considered hate."" Thus, by objective standards, either that was ""hate,"" or you liberals can't complain about negative references to ""Black men."" Bye-bye, race card.""",NOT
20590,"#Gun Deaths Global Study Shows US Ranks 2nd Worldwide 🇺🇸  Our partner @USER is asking, “Should More Gun Control Laws Be Enacted?  Read our partner's full article and express your opinion in the #1WorldOnline's poll: #polloftheday URL URL",NOT
37697,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER So you joined up with antifa? Because they more align with your values?,NOT
47567,@USER @USER Make you not to vote republican,NOT
14370,@USER Spoiler Alert : This episode has a hidden agenda to promote gun control,OFF
21151,"@USER @USER @USER Give me a fucking break. Liberals are so selective with their false outrage. A turd of a president gets rightfully railed for saying, grab them by the pussy"" decades before but a Hollyweird gets a pass for saying ""fuck the shit out of the boy next to him"" gets a liberal pass? URL",OFF
95232,@USER @USER @USER She was so freaking happy when she got her 'No' from Kavanaugh. I seriously hope she has him for perjury or at least can force recusal.  Either way she is an immensely elegant speaker cut from the same cloth as Obama who I badly want to run in 2020.,NOT
67144,@USER Maxine is just a mean spirited woman. I can't imagine the demons she is dealing with to have that much hate &amp; craziness in her. #CrazyMaxine,OFF
77037,@USER @USER Horrendously sad that we all know who “he” is.   It gives me no joy to know I’m smarter than the president.,OFF
59598,@USER I know many too !!! we liberals just don't feel the need to dance around waving them like the maga idiots.,OFF
76554,@USER It's wild thinking about how Clive is minus one boypussy away from wrecking the whole town again,OFF
25883,@USER @USER I will always be cruising to Bray Wyatt for you no matter what he is a good man like you and your brother,NOT
41867,@USER @USER Global sushi &gt; dead commie terrorist. I choose sushi.,NOT
55199,65 women defend Kavanaugh as 'a good person' amid allegations - IGNORE Dianne FEInstein. She is obsolete! You disgusting idiot piece of sh%@ Feinstein. He will rule supreme!,OFF
74983,@USER @USER You are right free speech is one thing that makes this country great. Another is the very flag that is a symbol that gives us that right.,NOT
73297,...when Liberals/Democrats punish &amp; slander people for simply being honest and truthful? That's when you know its time to #WalkAway and vote Republican. URL,NOT
59066,@USER Funny that she actually hears dog whistles... I think that says something about her. 🐩,NOT
57630,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Why do white liberals imagine white people have some power?  White people have been trained for generations not be racially aware.  White liberals are the most anti-white racists I know.  What power do you imagine white people have that other people do not?,OFF
45748,@USER @USER @USER @USER @USER He is Harry Potter,NOT
34636,@USER @USER None of these issues are A) real problems or B) handled better by Conservatives. Happy to support Trudeau for a second term. Trans Mountain pipe and NAFTA will get done - properly. Saudi spat? Yay. You wouldn't know prosperity if you fell into a pile of 100's.,NOT
47943,@USER It also goes to show that all those so called news people that laughed at you are now eating crow. How wonderful it is to watch the looney liberals squirm around like worms drowning in sunshine.,OFF
40941,"@USER Suddenly thought of something.u mention in 1 of ur video that they don't know"" where Lay is/he is captured by rf.then Lay has to ""comeback/appear"" then only Kai can bring him back to the island.latest video said he might be in another parallel world.what if""",NOT
98457,Time to visit Banbury Team!  URL URL,NOT
54068,@USER Ok G you are hired. Hot yoga fixed it. Feels good as new!,NOT
43137,@USER  If you think Conservatives are going to believe a wacko liberal you are sadly mistaken.  We see right thru your lies.  Judge Kavanaugh is a great person and the best thing for this country.  You on the other hand are a disgrace to the United States &amp; women.,OFF
10663,@USER MAGA KAG WINNING,NOT
97187,@USER History repeats itself URL,NOT
21315,@USER @USER @USER cashing in on the book bandwagon. can't blame her. #liberals love to throw their money at bullshit,OFF
46880,@USER Idk if she is but shes black coded....the bonet sets it off,NOT
26828,@USER @USER  @USER blocked me also. I don't even know who he is,NOT
23116,@USER @USER Gun control isn't about public safety...it's about hating 'rednecks' and social engineering.,OFF
86932,@USER Omg! She is so cute 💚💚💚 URL,NOT
38622,"@USER @USER @USER @USER I am for the kneel. My sisters perspective is when you are on the job do your job."" I take that to mean they arent allowed to peacefully protest ""on the job."" I disagree.""",NOT
30632,@USER @USER is inciting VIOLENCE towards Twitter Accounts that support POTUS. He has made lists for Antifa and ?  Please respond.,NOT
69977,@USER Bummer that you are excluding A-List members from the #AStarIsBorn special events. I guess you guys are already testing shady Moviepass tactics on us. 😒,NOT
35897,@USER @USER Looks like you are the one 😜 Some simple things needn't be explained,NOT
73277,@USER She isn't.  Antifa doesn't want to hurt her.  Resist doesn't either.  Rest of us want her to put up or shut up. They are gaming us all.,NOT
25004,"#Tories #Labour #GE2017 #Conservatives Conservatives URL long-term approach has a number of advantages including the ability to work with our supply chain and landowners to build more homes.  🗨️ Paul Hackett, Chief Executive… URL",NOT
58641,@USER A woman in Hatteras told me last night I don't know what I'm talking about when I told her to get off the island. I hope she is alive afterward.,NOT
42305,@USER I cast my vote as “OPPORTUNIST” #ChristineBlaseyFord had THIRTY-FIVE years to come out with her allegations. Why now? It’s obvious. #MAGA URL,NOT
29255,@USER Hell NO,NOT
57051,"@USER @USER @USER @USER @USER @USER @USER 😂😂😂😂 whatever. It was more than enough for 'Antifa &amp; the rest to stay home! Peaceful. Dignified. On Point. Last time the left did that???????? I'll wait""",NOT
67187,@USER fuck off  URL,OFF
47893,@USER @USER @USER He's on Capital fucking Hill. It's not like they don't know where he's at. They want to intimidate his family so he will back out. The media is Antifa in drag.,NOT
99044,@USER just lose to every tom jeff and jerry because some dumb shit happens and I lose full,OFF
82700,@USER @USER @USER Because she is more intelligent than you are.,NOT
73604,@USER Pat Shurmer scored 7 points against the eagles in playoffs last year and only 22 at home vs saints until miracle play he is not a great offensive coach.,NOT
26655,@USER Eric pay your taxes and go straight to jail.,NOT
62796,@USER This president is such a idiot I wish some one would tell me why and how he is still in office! God help those being hit by this storm ! Lord knows they will not need paper towels thrown at them !!,OFF
52740,@USER Amputees' limbs have grown back in his presence! I guess he'll do it until they cart him off in a strait jacket.,NOT
45155,@USER Fuck you it’s 3,OFF
96014,@USER you are a legend and one of the best presenters on @USER  We want to see!,NOT
82910,@USER Testing $7.31 support line is what she is doing new all time high if it doesn't break,NOT
72688,@USER The liberals will use whatever label they can to discredit people who disagree and/or are a threat to their agenda.,OFF
12856,@USER where did you dig this one from? She is dope sha,OFF
50316,@USER He blocked me a long time ago after one response that called him out for lying.  He's an idiot who thinks his $hit don't stick and loves saying stupid stuff to get liberals to love him.  A complete douchebag.,OFF
93286,@USER @USER @USER @USER @USER Which side ran into a crowd killing someone? U mentioned ANTIFA like they’re anywhere close to the same hate filled platform that KKK is. All i heard from u was deflection &amp; excuses. Next,NOT
84736,@USER I am on AS 849 but don't want to get anyone in trouble since this is not the first time . . . it happens with frequency.   If I sat a row back it wouldn't be an issue with carryons but bulkhead is tough.  Hard to say anything when you are on a flight together for 5 1/2 hours!,NOT
96952,@USER 😭😭😭😭 he is terrible 🆗,OFF
93987,"Believe in something, even if it means sacrificing everything.""  @USER  #MAGA URL",NOT
58016,@USER Market Liberals Party when?,NOT
14343,"@USER This is an interesting topic and I'll try to give my best opinion on this topic: First, what does master"" dota2 or chess means; If we assume that to master either one of them implies that you are undisputable the best HUMAN PLAYER in the world at the game in our current time 1/5""",NOT
36236,@USER @USER @USER @USER @USER @USER She is so dead 😂 URL,NOT
19502,@USER Fiona Hill.,NOT
81418,@USER Ok give it up u low life conservatives move on u got one year til election for canadians to show u that WE DON'T WANT RACIST RUNNING R COUNTRY so grow up and let's talk about how u dont like anybody who dont look like u,OFF
89848,. there he is; theirs the first baby; growing so fast; how cute; fabulous to see him again thanks for sharing # URL,NOT
22694,@USER Perfect example of a country with gun control. I bet those guys were happy the criminals didn’t have guns.,OFF
45735,@USER Breitbart has become neocon Establishment and is Fake News the worst of the lot is Alex Marlow a total loser . Watch or listen to Fault Lines with Stranahahn and Nixon instead probably the best show of its kind. Stranahahn fired by Breitbart for being too good.,OFF
50490,@USER And the Liberals are saying Republicans are separating this country by color. Hypocrites.,OFF
52431,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Thank you Julie. #RushFamily ?,NOT
31252,@USER You are ridiculous and need to retire!,OFF
47846,20 Crazy Things Liberals Blame Trump For URL via @USER,NOT
47066,@USER Keep me updated with how you’re liking it 😂,NOT
82529,@USER Bengals v. Some sorry team looking for a butt whoopin’,OFF
29352,"@USER @USER Overton window shifted a while ago. AP is leftist, wsj maybe centrist  And lol that CNN isn't hyper-partisan"" but fox is? Ok  Have you denounced your extremists, AntiFA, Keith Ellison, Linda Sarsour, Ocasio yet?  I've denounced ones on the right...""",NOT
55887,@USER Good thing I watch him online.,NOT
77261,@USER @USER One of the very first states in the US to legislatively legalize gay marriage. Extremely progressive gun control. Minimum wage increase. Free college. I know these things don’t count for dipshits like you. But they are major and they count.,OFF
71844,@USER Bitch im gonna see you on december dont me. We have to see each other,OFF
82441,@USER I wonder if he is a Chicago Bears fan..?,NOT
24492,Now this is how we MAGA URL,NOT
28866,@USER White liberals really hate themselves. #TDS,OFF
55702,@USER im down in 15 minutes if you are,NOT
85239,@USER And who gives a shit,OFF
45279,@USER If I’m not mistaken they were the only affiliate to not be resigned to the Pirates system,NOT
54182,@USER “It’s only sexual assault when the other does not agree with what he is feeling.”  He said before picking up the pace his foot turning and pushing against his cock while his big toe and other toe lift up the glands.   “Mm”,OFF
22381,@USER Becoming a woman?,NOT
22835,@USER we are done debating. we win debates all the time and you liberals win by doing what you want in govt and elsewhere. We are going to defeat you in every way you defeated us now. Be prepared.,NOT
99186,@USER @USER I'll add one more: Did you realize that conservatives would decide that certain men should get a PASS for sexual assault?,OFF
25171,@USER Or a connection or motive between the two because it wasn’t a random shooting.,NOT
77751,#PakNeedsMediaPolicy  So called desi liberals want uncontrolled n unlimited liberty of media that is not acceptable or positive for any society URL,NOT
69657,@USER I would affirm her. Tell her she is beautiful but at the same time that beauty comes also from wthin,NOT
33207,"@USER &gt;unfuckable""  where is the truth in this statement, all i see are lies""",NOT
64317,@USER Ugh that sucks!!! At least you have your wallet,OFF
23798,@USER @USER Hope he is feeling better soon.,NOT
29688,@USER that entire article is a piece of trash. that precinct is full of dumbfuck pigs.,OFF
41985,@USER I don’t like her but hope if she is next to Tyler at final 2 she Wins. Just me being petty.,OFF
40448,"@USER @USER @USER Bret, maybe you're just running away because you pretended to be an expert and got pounded into submission by a girl.  All you did was assume and demand proof, I provided. You provided 'your say so. In terms of debating, you lost. Have a nice day.""",OFF
36199,@USER Antifa boot camp 😂,NOT
54510,@USER Most likely gang related violence with a illegal gun in the most strict gun control cities .,NOT
93594,@USER @USER @USER @USER @USER Looks less like she is getting $200 dinners a day and more like she's getting 200 dinners a day,NOT
25877,@USER @USER @USER You can compare any two countries you like and you’ll always find the one with stricter gun control has a lower murder rate with no pattern in democratic freedoms.,NOT
43966,@USER @USER @USER ....Except not all Millennials are for Gun Control.,OFF
41554,@USER She is so despicable!,OFF
10576,@USER this is rei from evangelion concept/design by @USER 😭😍,NOT
63777,@USER They are BOTH GUILTY of CRIMINAL BEHAVIOR &amp; they know it.  🙏🏻 God removes any &amp; all barriers to getting the truth from them! #MAGA,NOT
85718,#Labour #SWaGodKing  British Conservatives made a grave error protecting Viktor Orban - URL via @USER,NOT
50279,"@USER When she's wearing her hero 'costume' she /is/ completely invisible so.... yes?"" URL",NOT
93066,@USER @USER @USER @USER Just give up. You are desperate to spread hate &amp; the more you do the more we send love to the victim. You have lost your humanity. Stop and think what you are trying to achieve because you look like you want to start a war on innocent people.,NOT
79824,@USER @USER @USER If liberals are against Kavanaugh then he's the best man for the job.,NOT
96542,@USER @USER @USER I don't like him bc he is an anti-Semitic and a Muslim and a racist. Any other questions?,OFF
25759,@USER Why add insult to injury? He is 100% devoid of empathy.,NOT
97649,@USER Ps the gun control laws and subsidised healthcare are real,NOT
50369,@USER I hope they beat his ass in private.,OFF
94465,@USER At least you’ve been some type of fucked,OFF
81340,@USER I say grab him. What a difference maker. He is a home run hitter to compliment smoke. Means we release Grant and Snead has to take over. Don’t know the whole story why Browns would release him. But he is a legit number one WR,OFF
83451,@USER Get out!!!!,NOT
10959,. @USER continues our look into government spending. Part II is focused on funding announcements made in battleground Quebec over the summer #cdnpoli URL,NOT
98878,@USER @USER @USER @USER @USER @USER Lady get real trump is rich he doesn’t need tax payers money.liberals still tax payers money.,NOT
79793,"@USER Does this mean you don't share the left's usual view on the 2nd amendment or does the constitution as the liberals say change with the times""?""",NOT
81087,@USER ??? what the fuck ??,OFF
70090,@USER @USER @USER Lmao you are the only who are getting so brave 💀 stay pressed trashno neptune,NOT
70314,@USER Good luck,NOT
95465,.@USER opposes the student loan refinancing bill that would help hundreds of thousands of borrowers get lower rates at no net cost to taxpayers. He is losing this election and he is a desperate politician.   Democrats might not want to let him steal this issue. URL,NOT
72518,@USER That didn't work now did it!! Maybe he needs glasses!!!!,OFF
90291,@USER I'm with ya I played the beta last night I'm a fan since bad company 2 mind u and that shit was fucking awful other than the gunplay which I was fine with the graphics themself are spooky as hell it's too bright for me makes me nauseous,NOT
57552,@USER Only Trump could get Liberals to scream bloody hell at open transparency.,OFF
98616,12: mysterious and I still think you are😂,NOT
79760,".@USER ..... But But But all those gun control laws""? URL",NOT
61261,#Warriorscoach fundraising for gun control Brady PAC #PACGoldenStateWarriors #SteveKerr #headcoach URL URL,NOT
24695,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Stop playing babe. You know you love it when I talk Trump with you. Now go put on that ANTIFA dress i like. You are going to get it tonight!,NOT
17420,@USER @USER Yeah she is a real blond just like Uncle Donnie,OFF
64357,@USER You should KO her like Damigo did to that ANTIFA girl at Berkeley. Then blow her a kiss as she's going down.,NOT
64091,@USER LIAR!!!!.... see Clarence Thomas confirmation.... this was never about the lie!..it was always a delay tactic...nothing more...disgusting liberals and the Game they call 'politics',OFF
93824,@USER Lmfaoo! 😭 bitch,OFF
52236,@USER @USER @USER She is an alt-left crazy and was discredited by numerous women. All you dems have left is lies. Her name is DR. LIAR.,OFF
71383,@USER @USER @USER @USER @USER Agreed and what I’m saying too.,NOT
18935,@USER @USER why don’t you release names of all our elected officials that have paid for silence for sexual assault claims done while in office with the fund designated for paying off claims; Ford does not know how got home. Maybe attack if happened was by who took her home. #,OFF
42648,@USER All because she referred to POTUS as “The Donald”.  She is now “The Jourdan” because of that letter.  Cc: @USER,NOT
16770,@USER @USER @USER @USER its fake? its from 2 different maps guys,NOT
37831,@USER @USER @USER They're a dying party. Split between Nationalists and conservatives isn't going to hold too much longer. They just have no real cohesive ideology anymore. It's simply my team is better than your team.,NOT
